project_id,project_name,project_type,country,state,district,land_area,land_type,land_price_per_acre,number_of_owners,compensation_status,compensation_percentage,legal_disputes,land_possession_status,land_possession_percentage,rehabilitation_status,rehabilitation_percentage,risk_score,delay_probability,risk_category,latitude,longitude
LAP-0241,Eastern Railway Corridor Project 241,Railway Corridor,India,Maharashtra,Pune,143.36,Residential,2500000.00,249,In Progress,68.10,2,Partially Possessed,84.52,In Progress,85.27,41.65,0.48,Medium,18.632927,74.000003
LAP-0242,Coastal Metro Rail Project 242,Metro Rail,India,Odisha,Kalahandi,367.13,Residential,2500000.00,595,In Progress,75.54,3,Partially Possessed,42.86,In Progress,44.54,64.96,0.67,High,19.790241,83.223428
LAP-0243,River Airport Expansion Project 243,Airport Expansion,India,Maharashtra,Pune,109.37,Commercial,2500000.00,198,Not Started,6.20,10,Not Possessed,33.80,Not Started,23.32,100.00,0.88,High,18.651080,73.806916
LAP-0244,Samriddhi Metro Rail Project 244,Metro Rail,India,Karnataka,Belagavi,96.06,Residential,2500000.00,164,Not Started,32.55,9,Partially Possessed,44.72,Not Started,30.60,97.17,0.86,High,16.147411,74.471942
LAP-0245,Bharat Transmission Line Project 245,Transmission Line,India,Madhya Pradesh,Indore,80.51,Barren,2500000.00,145,In Progress,88.12,0,Partially Possessed,94.84,In Progress,88.40,6.95,0.18,Low,22.553100,75.989153
LAP-0246,Bharat Airport Expansion Project 246,Airport Expansion,India,Gujarat,Ahmedabad,199.54,Commercial,2500000.00,348,In Progress,45.61,7,Not Possessed,23.91,In Progress,39.20,92.32,0.77,High,22.945912,72.750172
LAP-0247,Bharat Transmission Line Project 247,Transmission Line,India,Karnataka,Bengaluru Urban,86.42,Barren,2500000.00,136,In Progress,60.66,3,Partially Possessed,69.59,In Progress,64.66,48.63,0.61,Medium,12.814637,77.471947
LAP-0248,Deccan Transmission Line Project 248,Transmission Line,India,Madhya Pradesh,Dhar,115.27,Barren,2500000.00,206,In Progress,59.25,5,Partially Possessed,65.56,In Progress,42.49,70.48,0.68,High,22.606263,75.219643
LAP-0249,Samriddhi Railway Corridor Project 249,Railway Corridor,India,Rajasthan,Udaipur,40.18,Residential,2500000.00,69,In Progress,56.10,4,Partially Possessed,66.26,In Progress,57.79,59.66,0.69,Medium,24.454253,73.600960
LAP-0250,Coastal Railway Corridor Project 250,Railway Corridor,India,Odisha,Kalahandi,339.11,Residential,2500000.00,605,In Progress,74.09,4,Partially Possessed,77.29,In Progress,84.74,57.19,0.48,Medium,19.989761,82.894001
LAP-0251,Coastal Solar Park Project 251,Solar Park,India,Odisha,Kalahandi,58.12,Agricultural,2500000.00,95,In Progress,67.80,1,Partially Possessed,56.95,In Progress,76.63,39.60,0.30,Medium,19.912430,83.181305
LAP-0252,Frontier Metro Rail Project 252,Metro Rail,India,Maharashtra,Nagpur,643.79,Residential,2500000.00,1119,In Progress,68.15,2,Partially Possessed,80.03,In Progress,60.54,54.09,0.52,Medium,21.246155,79.049050
LAP-0253,Regional Industrial Corridor Project 253,Industrial Corridor,India,Madhya Pradesh,Bhopal,62.17,Industrial,2500000.00,106,In Progress,66.35,9,Partially Possessed,57.19,In Progress,50.10,89.11,0.72,High,23.474436,77.282909
LAP-0254,Samriddhi Irrigation Canal Project 254,Irrigation Canal,India,Tamil Nadu,Chengalpattu,172.44,Agricultural,2500000.00,309,In Progress,50.77,6,Partially Possessed,39.61,In Progress,52.13,67.60,0.63,High,12.890321,80.019863
LAP-0255,National Metro Rail Project 255,Metro Rail,India,Odisha,Sundargarh,322.44,Residential,2500000.00,530,In Progress,63.06,4,Partially Possessed,61.43,In Progress,80.26,62.58,0.62,High,22.226620,84.037333
LAP-0256,River Logistics Park Project 256,Logistics Park,India,Madhya Pradesh,Bhopal,270.21,Industrial,2500000.00,464,In Progress,66.34,1,Partially Possessed,70.33,In Progress,57.71,39.12,0.32,Medium,23.424105,77.347284
LAP-0257,River Metro Rail Project 257,Metro Rail,India,Uttar Pradesh,Gautam Buddha Nagar,1079.42,Residential,2500000.00,1869,In Progress,47.63,4,Partially Possessed,71.27,In Progress,54.01,68.53,0.55,High,28.610784,77.554909
LAP-0258,National Logistics Park Project 258,Logistics Park,India,Gujarat,Kutch,120.70,Industrial,2500000.00,238,In Progress,53.88,3,Partially Possessed,61.41,In Progress,61.55,47.68,0.57,Medium,23.776187,69.895427
LAP-0259,Deccan Transmission Line Project 259,Transmission Line,India,Tamil Nadu,Coimbatore,154.22,Barren,2500000.00,278,In Progress,77.11,2,Partially Possessed,80.49,In Progress,73.77,38.54,0.27,Medium,11.065904,77.146035
LAP-0260,River Industrial Corridor Project 260,Industrial Corridor,India,Tamil Nadu,Chengalpattu,182.07,Industrial,2500000.00,326,In Progress,67.94,2,Partially Possessed,69.01,In Progress,82.38,42.67,0.55,Medium,12.625714,79.879210
LAP-0261,Frontier Solar Park Project 261,Solar Park,India,Karnataka,Mysuru,156.89,Agricultural,2500000.00,267,In Progress,75.21,5,Partially Possessed,53.42,In Progress,72.72,49.02,0.50,Medium,12.401807,76.624559
LAP-0262,Bharat Railway Corridor Project 262,Railway Corridor,India,Tamil Nadu,Tiruchirappalli,73.70,Residential,2500000.00,138,In Progress,46.43,6,Partially Possessed,48.90,In Progress,60.70,75.13,0.48,High,10.647972,78.376415
LAP-0263,National Solar Park Project 263,Solar Park,India,Bihar,Patna,42.09,Agricultural,2500000.00,72,In Progress,70.24,2,Partially Possessed,48.46,In Progress,51.67,48.03,0.32,Medium,25.963737,85.089455
LAP-0264,River National Highway Project 264,National Highway,India,Odisha,Kalahandi,80.59,Agricultural,2500000.00,120,Not Started,34.54,4,Partially Possessed,50.70,In Progress,49.28,63.10,0.57,High,19.880502,83.384160
LAP-0265,Regional Railway Corridor Project 265,Railway Corridor,India,Telangana,Nalgonda,63.14,Residential,2500000.00,120,In Progress,94.41,0,Partially Possessed,73.98,Completed,96.45,15.26,0.20,Low,17.034431,79.300303
LAP-0266,Eastern Airport Expansion Project 266,Airport Expansion,India,Odisha,Khordha,241.18,Commercial,2500000.00,424,In Progress,85.41,2,Partially Possessed,71.71,Completed,100.00,30.98,0.48,Medium,20.137347,85.768754
LAP-0267,National Transmission Line Project 267,Transmission Line,India,Karnataka,Belagavi,169.11,Barren,2500000.00,328,In Progress,81.10,3,Partially Possessed,49.14,In Progress,70.77,40.20,0.47,Medium,15.794148,74.576671
LAP-0268,Samriddhi Solar Park Project 268,Solar Park,India,Tamil Nadu,Coimbatore,99.16,Agricultural,2500000.00,168,In Progress,42.26,8,Not Possessed,30.01,In Progress,45.05,79.44,0.68,High,10.899405,76.887518
LAP-0269,Greenfield Logistics Park Project 269,Logistics Park,India,Bihar,Gaya,590.33,Industrial,2500000.00,997,In Progress,64.46,6,Partially Possessed,71.38,In Progress,69.61,63.11,0.54,High,24.975176,84.988627
LAP-0270,Coastal Irrigation Canal Project 270,Irrigation Canal,India,Tamil Nadu,Coimbatore,573.65,Agricultural,2500000.00,1006,In Progress,62.93,4,Partially Possessed,43.89,In Progress,87.27,44.76,0.43,Medium,10.992541,76.955060
LAP-0271,Samriddhi Metro Rail Project 271,Metro Rail,India,Odisha,Sundargarh,143.69,Residential,2500000.00,244,In Progress,62.41,2,Partially Possessed,78.79,In Progress,62.64,59.55,0.63,Medium,22.235819,84.114137
LAP-0272,Samriddhi Metro Rail Project 272,Metro Rail,India,Bihar,Patna,105.69,Residential,2500000.00,178,In Progress,40.82,6,Partially Possessed,37.15,In Progress,39.31,92.49,0.77,High,25.621728,85.110414
LAP-0273,River Airport Expansion Project 273,Airport Expansion,India,Odisha,Khordha,148.87,Commercial,2500000.00,240,In Progress,79.24,1,Partially Possessed,61.44,In Progress,54.21,46.35,0.45,Medium,20.414065,85.876610
LAP-0274,River Logistics Park Project 274,Logistics Park,India,Maharashtra,Nashik,149.57,Industrial,2500000.00,228,In Progress,41.45,7,Partially Possessed,38.06,Not Started,31.05,82.62,0.76,High,19.822578,73.882390
LAP-0275,Coastal Transmission Line Project 275,Transmission Line,India,Maharashtra,Pune,21.45,Barren,2500000.00,25,In Progress,80.79,2,Partially Possessed,78.54,In Progress,80.07,27.30,0.26,Low,18.486292,73.914322
LAP-0276,Regional Railway Corridor Project 276,Railway Corridor,India,Rajasthan,Jaipur,63.70,Residential,2500000.00,101,In Progress,91.24,3,Partially Possessed,74.31,In Progress,73.11,36.58,0.31,Medium,27.105063,75.853911
LAP-0277,Deccan Metro Rail Project 277,Metro Rail,India,Gujarat,Surat,327.85,Residential,2500000.00,550,In Progress,36.05,4,Not Possessed,34.02,Not Started,34.54,81.34,0.67,High,21.176862,72.684523
LAP-0278,Samriddhi Logistics Park Project 278,Logistics Park,India,Madhya Pradesh,Bhopal,185.68,Industrial,2500000.00,323,In Progress,81.82,4,Partially Possessed,67.68,Completed,100.00,38.32,0.30,Medium,23.233133,77.346569
LAP-0279,Frontier Logistics Park Project 279,Logistics Park,India,Odisha,Kalahandi,60.96,Industrial,2500000.00,105,Not Started,21.33,7,Partially Possessed,38.67,Not Started,33.34,94.61,0.92,High,19.772805,83.051149
LAP-0280,Frontier Railway Corridor Project 280,Railway Corridor,India,Odisha,Sundargarh,200.71,Residential,2500000.00,372,In Progress,49.23,8,Partially Possessed,52.46,In Progress,62.45,78.33,0.96,High,21.955124,84.083700
LAP-0281,Greenfield Airport Expansion Project 281,Airport Expansion,India,Maharashtra,Nashik,190.47,Commercial,2500000.00,314,Not Started,33.78,8,Partially Possessed,41.59,Not Started,25.22,98.43,0.76,High,20.203580,73.944216
LAP-0282,Eastern Irrigation Canal Project 282,Irrigation Canal,India,Maharashtra,Nashik,79.92,Agricultural,2500000.00,135,In Progress,37.83,8,Partially Possessed,53.26,Not Started,25.09,90.57,0.70,High,20.098715,73.943566
LAP-0283,Regional Irrigation Canal Project 283,Irrigation Canal,India,Odisha,Khordha,341.01,Agricultural,2500000.00,566,In Progress,53.06,4,Not Possessed,33.05,In Progress,43.12,56.79,0.64,Medium,20.414336,85.780610
LAP-0284,Eastern National Highway Project 284,National Highway,India,Rajasthan,Kota,198.86,Agricultural,2500000.00,319,In Progress,80.74,1,Partially Possessed,75.10,In Progress,60.70,27.62,0.32,Low,25.278190,75.756959
LAP-0285,Regional Railway Corridor Project 285,Railway Corridor,India,Madhya Pradesh,Bhopal,409.90,Residential,2500000.00,698,In Progress,70.06,2,Partially Possessed,53.47,In Progress,59.76,46.30,0.46,Medium,23.294391,77.420021
LAP-0286,Deccan Metro Rail Project 286,Metro Rail,India,Rajasthan,Kota,271.15,Residential,2500000.00,436,In Progress,84.02,0,Possessed,100.00,In Progress,94.24,30.04,0.42,Medium,25.126141,75.855899
LAP-0287,River Metro Rail Project 287,Metro Rail,India,Maharashtra,Nashik,150.69,Residential,2500000.00,236,In Progress,68.81,4,Partially Possessed,54.06,In Progress,47.99,53.68,0.51,Medium,20.185228,73.600401
LAP-0288,Regional Irrigation Canal Project 288,Irrigation Canal,India,Uttar Pradesh,Prayagraj,210.10,Agricultural,2500000.00,334,In Progress,63.37,6,Partially Possessed,52.57,In Progress,35.43,72.29,0.86,High,25.474046,81.892311
LAP-0289,Eastern Railway Corridor Project 289,Railway Corridor,India,Tamil Nadu,Coimbatore,178.92,Residential,2500000.00,314,In Progress,49.44,3,Not Possessed,31.20,In Progress,53.91,73.52,0.58,High,11.091524,76.965411
LAP-0290,Samriddhi Transmission Line Project 290,Transmission Line,India,Rajasthan,Udaipur,98.92,Barren,2500000.00,170,In Progress,42.78,5,Not Possessed,23.03,In Progress,37.09,78.01,0.87,High,24.611610,73.837088
LAP-0291,Coastal Irrigation Canal Project 291,Irrigation Canal,India,Odisha,Sundargarh,230.47,Agricultural,2500000.00,416,In Progress,52.87,5,Partially Possessed,44.00,In Progress,49.45,73.60,0.84,High,21.938063,84.032464
LAP-0292,Regional Metro Rail Project 292,Metro Rail,India,Odisha,Sundargarh,280.78,Residential,2500000.00,479,Not Started,31.36,10,Partially Possessed,47.85,In Progress,45.07,100.00,0.80,High,21.919662,84.006519
LAP-0293,Deccan Airport Expansion Project 293,Airport Expansion,India,Gujarat,Ahmedabad,191.36,Commercial,2500000.00,316,In Progress,49.45,1,Partially Possessed,72.65,In Progress,57.72,51.44,0.47,Medium,22.887006,72.453757
LAP-0294,Eastern National Highway Project 294,National Highway,India,Odisha,Khordha,143.55,Agricultural,2500000.00,265,In Progress,44.48,11,Partially Possessed,44.65,Not Started,31.23,85.10,0.72,High,20.357551,85.737565
LAP-0295,National Metro Rail Project 295,Metro Rail,India,Uttar Pradesh,Gautam Buddha Nagar,62.77,Residential,2500000.00,101,In Progress,61.88,3,Partially Possessed,56.32,In Progress,82.69,48.91,0.53,Medium,28.828367,77.376576
LAP-0296,National Industrial Corridor Project 296,Industrial Corridor,India,Uttar Pradesh,Lucknow,671.24,Industrial,2500000.00,1155,In Progress,89.89,1,Partially Possessed,85.32,In Progress,77.68,28.17,0.39,Low,26.711476,80.980082
LAP-0297,Coastal Metro Rail Project 297,Metro Rail,India,Madhya Pradesh,Bhopal,214.60,Residential,2500000.00,349,Not Started,31.44,3,Not Possessed,22.15,Not Started,25.56,92.17,0.93,High,23.283448,77.278580
LAP-0298,Deccan Logistics Park Project 298,Logistics Park,India,Rajasthan,Udaipur,179.24,Industrial,2500000.00,307,In Progress,39.43,7,Not Possessed,31.87,In Progress,61.19,78.14,0.63,High,24.674673,73.397744
LAP-0299,Greenfield Railway Corridor Project 299,Railway Corridor,India,Uttar Pradesh,Prayagraj,234.07,Residential,2500000.00,412,In Progress,41.24,5,Partially Possessed,55.47,In Progress,46.20,69.94,0.47,High,25.575007,81.924524
LAP-0300,Coastal Metro Rail Project 300,Metro Rail,India,Odisha,Sundargarh,95.53,Residential,2500000.00,159,In Progress,78.65,2,Partially Possessed,72.94,In Progress,58.08,43.55,0.62,Medium,22.002663,84.017803
LAP-0301,Regional National Highway Project 301,National Highway,India,Maharashtra,Nagpur,242.45,Agricultural,2500000.00,442,In Progress,78.71,7,Partially Possessed,66.69,In Progress,62.27,68.09,0.56,High,21.044243,79.063232
LAP-0302,Samriddhi Irrigation Canal Project 302,Irrigation Canal,India,Rajasthan,Jaipur,177.36,Agricultural,2500000.00,302,In Progress,43.76,4,Partially Possessed,45.35,In Progress,61.57,67.06,0.67,High,26.785154,75.933894
LAP-0303,Greenfield Airport Expansion Project 303,Airport Expansion,India,Gujarat,Kutch,436.26,Commercial,2500000.00,771,In Progress,69.06,8,Partially Possessed,83.01,In Progress,61.31,63.63,0.54,High,23.721704,69.914907
LAP-0304,Eastern Solar Park Project 304,Solar Park,India,Uttar Pradesh,Lucknow,315.33,Agricultural,2500000.00,538,In Progress,60.25,3,Partially Possessed,52.32,In Progress,62.58,58.94,0.67,Medium,26.882433,80.796389
LAP-0305,Greenfield National Highway Project 305,National Highway,India,Karnataka,Belagavi,238.88,Agricultural,2500000.00,418,In Progress,65.51,2,Partially Possessed,71.79,In Progress,66.19,49.31,0.50,Medium,15.735099,74.490286
LAP-0306,Bharat Solar Park Project 306,Solar Park,India,Rajasthan,Kota,348.58,Agricultural,2500000.00,547,In Progress,45.80,6,Not Possessed,29.58,Not Started,9.22,91.47,0.60,High,25.403883,75.920198
LAP-0307,Deccan Logistics Park Project 307,Logistics Park,India,Telangana,Warangal,60.68,Industrial,2500000.00,105,Completed,97.40,0,Partially Possessed,81.01,In Progress,79.59,21.08,0.16,Low,17.985138,79.567827
LAP-0308,Samriddhi Airport Expansion Project 308,Airport Expansion,India,Rajasthan,Kota,230.14,Commercial,2500000.00,396,In Progress,38.57,8,Not Possessed,28.73,In Progress,46.60,91.95,0.81,High,25.102018,75.910444
LAP-0309,Deccan Logistics Park Project 309,Logistics Park,India,Gujarat,Ahmedabad,464.16,Industrial,2500000.00,860,In Progress,41.05,5,Partially Possessed,44.63,In Progress,45.86,72.99,0.80,High,22.947549,72.574040
LAP-0310,Regional Metro Rail Project 310,Metro Rail,India,Maharashtra,Pune,124.24,Residential,2500000.00,197,In Progress,70.92,7,Partially Possessed,56.10,In Progress,45.86,71.67,0.63,High,18.390004,73.795913
LAP-0311,River Irrigation Canal Project 311,Irrigation Canal,India,Tamil Nadu,Tiruchirappalli,238.50,Agricultural,2500000.00,372,In Progress,79.34,6,Partially Possessed,52.91,In Progress,62.61,52.81,0.36,Medium,10.767382,78.662469
LAP-0312,River Transmission Line Project 312,Transmission Line,India,Uttar Pradesh,Lucknow,196.44,Barren,2500000.00,340,In Progress,73.83,4,Partially Possessed,75.55,In Progress,65.24,39.29,0.30,Medium,26.814131,80.841074
LAP-0313,Regional Logistics Park Project 313,Logistics Park,India,Maharashtra,Nashik,84.72,Industrial,2500000.00,154,In Progress,64.63,1,Partially Possessed,55.01,In Progress,56.84,39.30,0.44,Medium,20.027579,73.681961
LAP-0314,Regional Industrial Corridor Project 314,Industrial Corridor,India,Madhya Pradesh,Bhopal,133.89,Industrial,2500000.00,236,In Progress,80.14,1,Partially Possessed,72.88,In Progress,62.70,31.21,0.44,Medium,23.183097,77.265411
LAP-0315,Eastern Irrigation Canal Project 315,Irrigation Canal,India,Bihar,Muzaffarpur,157.94,Agricultural,2500000.00,262,In Progress,39.71,10,Not Possessed,23.91,Not Started,20.97,98.74,0.90,High,25.893479,85.265947
LAP-0316,Coastal National Highway Project 316,National Highway,India,Tamil Nadu,Coimbatore,184.52,Agricultural,2500000.00,323,In Progress,78.54,4,Partially Possessed,87.52,In Progress,66.76,44.47,0.52,Medium,11.169241,77.157478
LAP-0317,Eastern Metro Rail Project 317,Metro Rail,India,Odisha,Kalahandi,124.19,Residential,2500000.00,205,In Progress,93.27,0,Partially Possessed,84.47,Completed,98.91,31.17,0.32,Medium,20.003288,83.257617
LAP-0318,River Transmission Line Project 318,Transmission Line,India,Maharashtra,Pune,478.18,Barren,2500000.00,787,In Progress,59.83,2,Partially Possessed,69.10,In Progress,65.12,46.19,0.42,Medium,18.774199,73.846415
LAP-0319,Eastern Irrigation Canal Project 319,Irrigation Canal,India,Telangana,Rangareddy,230.31,Agricultural,2500000.00,376,In Progress,74.77,2,Partially Possessed,81.44,Completed,100.00,27.92,0.24,Low,17.519765,78.222482
LAP-0320,National Logistics Park Project 320,Logistics Park,India,Karnataka,Bengaluru Urban,216.85,Industrial,2500000.00,352,Completed,95.54,5,Partially Possessed,84.64,In Progress,86.85,42.29,0.27,Medium,12.997977,77.590545
LAP-0321,Frontier Airport Expansion Project 321,Airport Expansion,India,Maharashtra,Nashik,321.48,Commercial,2500000.00,569,In Progress,55.99,2,Partially Possessed,52.84,In Progress,54.59,57.55,0.46,Medium,19.982659,73.611652
LAP-0322,Deccan Railway Corridor Project 322,Railway Corridor,India,Odisha,Sundargarh,208.52,Residential,2500000.00,362,In Progress,45.67,8,Partially Possessed,61.11,In Progress,54.93,77.50,0.63,High,22.196229,84.035593
LAP-0323,Eastern Logistics Park Project 323,Logistics Park,India,Tamil Nadu,Coimbatore,366.25,Industrial,2500000.00,668,In Progress,72.66,1,Partially Possessed,66.48,In Progress,58.47,36.68,0.51,Medium,11.107727,77.163138
LAP-0324,National Railway Corridor Project 324,Railway Corridor,India,Uttar Pradesh,Lucknow,420.38,Residential,2500000.00,689,In Progress,35.93,3,Partially Possessed,44.33,Not Started,29.48,71.63,0.63,High,26.751299,81.010014
LAP-0325,Eastern Irrigation Canal Project 325,Irrigation Canal,India,Bihar,Muzaffarpur,42.80,Agricultural,2500000.00,64,In Progress,58.84,2,Partially Possessed,61.95,In Progress,68.79,44.74,0.37,Medium,25.842423,85.460100
LAP-0326,Samriddhi Logistics Park Project 326,Logistics Park,India,Tamil Nadu,Chengalpattu,326.24,Industrial,2500000.00,523,In Progress,54.28,7,Partially Possessed,70.50,In Progress,42.63,66.33,0.68,High,12.589093,79.878509
LAP-0327,Frontier Railway Corridor Project 327,Railway Corridor,India,Rajasthan,Jaipur,79.88,Residential,2500000.00,133,In Progress,65.50,4,Partially Possessed,47.88,In Progress,66.42,61.63,0.55,High,26.763889,75.897970
LAP-0328,Regional Logistics Park Project 328,Logistics Park,India,Odisha,Sundargarh,98.79,Industrial,2500000.00,158,In Progress,62.70,7,Partially Possessed,60.92,In Progress,83.06,63.94,0.58,High,22.007862,84.127504
LAP-0329,Bharat Solar Park Project 329,Solar Park,India,Karnataka,Belagavi,177.74,Agricultural,2500000.00,278,In Progress,51.70,5,Partially Possessed,55.53,In Progress,81.67,50.38,0.47,Medium,15.903367,74.589631
LAP-0330,Coastal Irrigation Canal Project 330,Irrigation Canal,India,Bihar,Muzaffarpur,152.80,Agricultural,2500000.00,240,In Progress,60.08,3,Partially Possessed,55.08,In Progress,53.62,48.04,0.42,Medium,26.223755,85.321753
LAP-0331,Eastern Transmission Line Project 331,Transmission Line,India,Telangana,Rangareddy,118.46,Barren,2500000.00,222,In Progress,46.35,2,Partially Possessed,36.41,In Progress,61.51,53.38,0.37,Medium,17.352297,78.449328
LAP-0332,Bharat Metro Rail Project 332,Metro Rail,India,Rajasthan,Jaipur,140.61,Residential,2500000.00,253,In Progress,42.88,4,Partially Possessed,51.64,In Progress,46.00,73.67,0.63,High,26.821506,75.740439
LAP-0333,River Industrial Corridor Project 333,Industrial Corridor,India,Maharashtra,Nashik,252.55,Industrial,2500000.00,455,In Progress,83.93,3,Partially Possessed,87.56,In Progress,84.12,32.82,0.30,Medium,19.889384,73.724737
LAP-0334,Frontier Industrial Corridor Project 334,Industrial Corridor,India,Tamil Nadu,Chengalpattu,347.53,Industrial,2500000.00,598,In Progress,40.24,9,Partially Possessed,42.63,Not Started,32.39,99.16,0.90,High,12.648109,79.964271
LAP-0335,Bharat Irrigation Canal Project 335,Irrigation Canal,India,Telangana,Warangal,98.15,Agricultural,2500000.00,164,In Progress,67.38,2,Partially Possessed,88.24,In Progress,75.50,37.08,0.31,Medium,18.049031,79.554782
LAP-0336,River Transmission Line Project 336,Transmission Line,India,Uttar Pradesh,Prayagraj,77.55,Barren,2500000.00,121,Not Started,29.11,8,Partially Possessed,45.38,Not Started,30.73,88.24,0.76,High,25.541169,81.539104
LAP-0337,Greenfield Transmission Line Project 337,Transmission Line,India,Karnataka,Mysuru,205.75,Barren,2500000.00,324,In Progress,38.22,11,Not Possessed,29.78,Not Started,31.01,100.00,0.98,High,12.263586,76.657480
LAP-0338,Eastern Metro Rail Project 338,Metro Rail,India,Maharashtra,Pune,47.01,Residential,2500000.00,91,In Progress,81.73,1,Partially Possessed,75.82,In Progress,78.84,31.76,0.49,Medium,18.659343,73.945742
LAP-0339,Frontier National Highway Project 339,National Highway,India,Bihar,Muzaffarpur,205.59,Agricultural,2500000.00,354,In Progress,43.44,5,Partially Possessed,57.85,Not Started,33.05,72.19,0.70,High,26.205694,85.479227
LAP-0340,Samriddhi Solar Park Project 340,Solar Park,India,Gujarat,Kutch,272.08,Agricultural,2500000.00,450,In Progress,75.50,5,Partially Possessed,83.06,In Progress,84.13,31.44,0.39,Medium,23.678327,70.016432
LAP-0341,Eastern Industrial Corridor Project 341,Industrial Corridor,India,Rajasthan,Udaipur,273.24,Industrial,2500000.00,513,Not Started,27.27,8,Partially Possessed,36.22,In Progress,54.74,100.00,0.77,High,24.573912,73.933945
LAP-0342,Eastern Logistics Park Project 342,Logistics Park,India,Maharashtra,Nashik,76.35,Industrial,2500000.00,143,In Progress,75.94,2,Partially Possessed,89.52,In Progress,84.25,33.54,0.31,Medium,20.078550,73.817646
LAP-0343,Bharat Transmission Line Project 343,Transmission Line,India,Madhya Pradesh,Bhopal,678.59,Barren,2500000.00,1172,In Progress,72.54,1,Partially Possessed,77.80,In Progress,66.30,35.10,0.38,Medium,23.177715,77.552119
LAP-0344,Bharat Industrial Corridor Project 344,Industrial Corridor,India,Madhya Pradesh,Bhopal,304.80,Industrial,2500000.00,557,In Progress,68.38,2,Partially Possessed,79.14,In Progress,75.65,47.78,0.43,Medium,23.275380,77.367290
LAP-0345,Eastern Transmission Line Project 345,Transmission Line,India,Maharashtra,Nashik,164.07,Barren,2500000.00,291,In Progress,64.65,2,Partially Possessed,75.05,In Progress,58.93,38.91,0.30,Medium,20.306793,73.837772
LAP-0346,Coastal Metro Rail Project 346,Metro Rail,India,Odisha,Sundargarh,143.89,Residential,2500000.00,242,In Progress,84.03,2,Partially Possessed,83.95,In Progress,71.83,44.16,0.58,Medium,21.965772,84.004878
LAP-0347,Deccan Metro Rail Project 347,Metro Rail,India,Madhya Pradesh,Indore,1389.68,Residential,2500000.00,2375,In Progress,60.06,5,Partially Possessed,62.87,In Progress,73.29,63.35,0.54,High,22.627709,75.880814
LAP-0348,River Solar Park Project 348,Solar Park,India,Telangana,Rangareddy,232.61,Agricultural,2500000.00,374,Not Started,31.71,8,Partially Possessed,46.33,In Progress,58.98,79.37,0.75,High,17.335140,78.456494
LAP-0349,Bharat Industrial Corridor Project 349,Industrial Corridor,India,Maharashtra,Nashik,144.31,Industrial,2500000.00,275,In Progress,52.04,2,Partially Possessed,66.94,In Progress,61.05,55.82,0.53,Medium,20.027220,73.978300
LAP-0350,Greenfield Irrigation Canal Project 350,Irrigation Canal,India,Madhya Pradesh,Indore,155.40,Agricultural,2500000.00,280,In Progress,61.46,1,Partially Possessed,82.17,In Progress,85.23,31.14,0.26,Medium,22.805203,75.838479
LAP-0351,Eastern Airport Expansion Project 351,Airport Expansion,India,Uttar Pradesh,Gautam Buddha Nagar,67.83,Commercial,2500000.00,116,In Progress,55.45,4,Partially Possessed,56.14,In Progress,60.73,55.83,0.48,Medium,28.353281,77.405064
LAP-0352,Samriddhi National Highway Project 352,National Highway,India,Rajasthan,Jaipur,137.45,Agricultural,2500000.00,227,In Progress,62.78,0,Partially Possessed,51.37,In Progress,54.26,42.69,0.40,Medium,26.848497,75.926706
LAP-0353,Bharat Airport Expansion Project 353,Airport Expansion,India,Tamil Nadu,Coimbatore,289.18,Commercial,2500000.00,475,Not Started,25.58,6,Partially Possessed,43.94,In Progress,53.16,85.92,0.73,High,11.040849,77.144834
LAP-0354,Eastern Railway Corridor Project 354,Railway Corridor,India,Telangana,Warangal,60.83,Residential,2500000.00,102,Not Started,29.91,11,Not Possessed,19.98,Not Started,31.74,100.00,0.97,High,17.961515,79.417804
LAP-0355,Greenfield Solar Park Project 355,Solar Park,India,Odisha,Sundargarh,155.75,Agricultural,2500000.00,273,In Progress,46.89,5,Partially Possessed,36.49,Not Started,24.23,65.66,0.46,High,21.891392,84.001980
LAP-0356,Samriddhi Irrigation Canal Project 356,Irrigation Canal,India,Karnataka,Mysuru,43.76,Agricultural,2500000.00,104,In Progress,59.02,2,Partially Possessed,61.50,In Progress,78.27,36.42,0.39,Medium,12.419289,76.532867
LAP-0357,Regional Transmission Line Project 357,Transmission Line,India,Rajasthan,Jaipur,936.50,Barren,2500000.00,1603,In Progress,70.87,3,Partially Possessed,44.55,In Progress,47.53,54.04,0.37,Medium,27.047273,75.884373
LAP-0358,River Irrigation Canal Project 358,Irrigation Canal,India,Uttar Pradesh,Lucknow,192.23,Agricultural,2500000.00,343,In Progress,62.58,8,Partially Possessed,59.72,In Progress,43.96,71.93,0.68,High,26.883729,80.769049
LAP-0359,Regional Industrial Corridor Project 359,Industrial Corridor,India,Maharashtra,Nashik,269.77,Industrial,2500000.00,454,In Progress,69.81,4,Partially Possessed,72.46,In Progress,68.74,49.73,0.45,Medium,19.901655,73.750175
LAP-0360,Frontier Solar Park Project 360,Solar Park,India,Maharashtra,Nashik,67.91,Agricultural,2500000.00,103,In Progress,64.20,5,Partially Possessed,61.48,In Progress,61.26,50.39,0.62,Medium,19.973403,73.941119
LAP-0361,Deccan Irrigation Canal Project 361,Irrigation Canal,India,Bihar,Gaya,161.46,Agricultural,2500000.00,286,In Progress,87.10,1,Partially Possessed,67.55,Completed,100.00,23.84,0.29,Low,24.876869,85.044617
